NOME: Abreu e Lima; Código do Município: 2600054; Gentílico: abreu-limense; Prefeito: MARCOS JOSÉ DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 99.622 pessoas  ; populacao_no_ultimo_censo_2010: 94.429 pessoas  ; densidade_demografica_2010: 748,29 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 11.780 pessoas  ; populacao_ocupada_2016: 11,9 %  ; percentual_da_populacao_per_capita: 43,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,2 %  ; IDEB_anos_iniciais_2015: 4,3  ; IDEB_anos_finais_2015: 3,5  ; matriculas_fundamental_2017: 12.707 matrículas  ; matriculas_medio_2017: 3.317 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 216 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 68 escolas  ; numero_estabelecimentos_ensino_medio_2017: 13 escolas  ;  -- aba economia; pib_per_capita_2016: 14.390,40 R$  ; receitas_fontes_externas_2015: 89,3 %  ; idhm_2010: 0,679  ; receitas_realizadas_2017: 154.773,90 R$ (×1000)  ; despesas_empenhadas_2017: 150.392,49 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,74 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 31 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 126,193 km²  ; sanitario_adequado_2010: 44,8 %  ; vias_publicas_2010: 24,1 %  ; Urbanização_publicas_2010: 6,9 %  
NOME: Paranatama; Código do Município: 2610301; Gentílico: paranatamense; Prefeito: JOSÉ VALMIR PIMENTEL DE GOIS;  --  ABA POPULAÇÃO; POPULAÇÃO: 11.478 pessoas  ; populacao_no_ultimo_censo_2010: 11.001 pessoas  ; densidade_demografica_2010: 47,65 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,5 salários mínimos  ; pessoal_ocupado_2016: 892 pessoas  ; populacao_ocupada_2016: 7,8 %  ; percentual_da_populacao_per_capita: 55,1 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,9 %  ; IDEB_anos_iniciais_2015: 5,5  ; IDEB_anos_finais_2015: 4,4  ; matriculas_fundamental_2017: 2.366 matrículas  ; matriculas_medio_2017: 436 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 18 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 30 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 17.215,05 R$  ; receitas_fontes_externas_2015: -  ; idhm_2010: 0,537  ; receitas_realizadas_2017: 38.048,99 R$ (×1000)  ; despesas_empenhadas_2017: 36.511,76 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 10 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 6 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 185,371 km²  ; sanitario_adequado_2010: 4,6 %  ; vias_publicas_2010: 89,6 %  ; Urbanização_publicas_2010: 0 %  
NOME: Parnamirim; Código do Município: 2610400; Gentílico: parnamirinense; Prefeito: TÁCIO CARVALHO SAMPAIO PONTES;  --  ABA POPULAÇÃO; POPULAÇÃO: 21.914 pessoas  ; populacao_no_ultimo_censo_2010: 20.224 pessoas  ; densidade_demografica_2010: 7,79 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 1.441 pessoas  ; populacao_ocupada_2016: 6,8 %  ; percentual_da_populacao_per_capita: 53 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97 %  ; IDEB_anos_iniciais_2015: 4,8  ; IDEB_anos_finais_2015: 4  ; matriculas_fundamental_2017: 3.272 matrículas  ; matriculas_medio_2017: 1.031 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 40 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 27 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 7.781,86 R$  ; receitas_fontes_externas_2015: 80,2 %  ; idhm_2010: 0,599  ; receitas_realizadas_2017: 49.859,83 R$ (×1000)  ; despesas_empenhadas_2017: 46.505,81 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 16,89 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,8 internações por mil habitantes  ; estabelecimentos_sus_2009: 11 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 2.609,548 km²  ; sanitario_adequado_2010: 33,9 %  ; vias_publicas_2010: 79,1 %  ; Urbanização_publicas_2010: 6,4 %  
NOME: Passira; Código do Município: 2610509; Gentílico: passirense; Prefeito: RÊNYA CARLA MEDEIROS DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 28.972 pessoas  ; populacao_no_ultimo_censo_2010: 28.628 pessoas  ; densidade_demografica_2010: 87,61 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 1.726 pessoas  ; populacao_ocupada_2016: 6,0 %  ; percentual_da_populacao_per_capita: 51,5 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,9 %  ; IDEB_anos_iniciais_2015: 5,3  ; IDEB_anos_finais_2015: 4  ; matriculas_fundamental_2017: 4.128 matrículas  ; matriculas_medio_2017: 1.149 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 43 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 22 escolas  ; numero_estabelecimentos_ensino_medio_2017: 3 escolas  ;  -- aba economia; pib_per_capita_2016: 7.166,38 R$  ; receitas_fontes_externas_2015: 93,1 %  ; idhm_2010: 0,592  ; receitas_realizadas_2017: 60.396,73 R$ (×1000)  ; despesas_empenhadas_2017: 63.869,94 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 9,73 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,1 internações por mil habitantes  ; estabelecimentos_sus_2009: 18 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 326,757 km²  ; sanitario_adequado_2010: 17,3 %  ; vias_publicas_2010: 63,9 %  ; Urbanização_publicas_2010: 9,1 %  
NOME: Paudalho; Código do Município: 2610608; Gentílico: paudalhense; Prefeito: MARCELLO FUCHS CAMPOS GOUVEIA;  --  ABA POPULAÇÃO; POPULAÇÃO: 56.074 pessoas  ; populacao_no_ultimo_censo_2010: 51.357 pessoas  ; densidade_demografica_2010: 185,06 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 5.070 pessoas  ; populacao_ocupada_2016: 9,1 %  ; percentual_da_populacao_per_capita: 48,9 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,7 %  ; IDEB_anos_iniciais_2015: 3,8  ; IDEB_anos_finais_2015: 3,5  ; matriculas_fundamental_2017: 8.711 matrículas  ; matriculas_medio_2017: 1.904 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 95 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 42 escolas  ; numero_estabelecimentos_ensino_medio_2017: 6 escolas  ;  -- aba economia; pib_per_capita_2016: 11.590,93 R$  ; receitas_fontes_externas_2015: -  ; idhm_2010: 0,639  ; receitas_realizadas_2017: 99.429,96 R$ (×1000)  ; despesas_empenhadas_2017: 90.579,72 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 12,04 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,2 internações por mil habitantes  ; estabelecimentos_sus_2009: 21 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 274,776 km²  ; sanitario_adequado_2010: 31,5 %  ; vias_publicas_2010: 37,9 %  ; Urbanização_publicas_2010: 9,2 %  
NOME: Paulista; Código do Município: 2610707; Gentílico: paulistano; Prefeito: GILBERTO GONÇALVES FEITOSA JÚNIOR;  --  ABA POPULAÇÃO; POPULAÇÃO: 329.117 pessoas  ; populacao_no_ultimo_censo_2010: 300.466 pessoas  ; densidade_demografica_2010: 3.087,66 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 34.763 pessoas  ; populacao_ocupada_2016: 10,7 %  ; percentual_da_populacao_per_capita: 40,4 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,9 %  ; IDEB_anos_iniciais_2015: 4,1  ; IDEB_anos_finais_2015: 3,8  ; matriculas_fundamental_2017: 36.300 matrículas  ; matriculas_medio_2017: 10.713 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 622 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 159 escolas  ; numero_estabelecimentos_ensino_medio_2017: 42 escolas  ;  -- aba economia; pib_per_capita_2016: 11.720,31 R$  ; receitas_fontes_externas_2015: 71,4 %  ; idhm_2010: 0,732  ; receitas_realizadas_2017: 501.021,01 R$ (×1000)  ; despesas_empenhadas_2017: 457.524,10 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 14,42 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,4 internações por mil habitantes  ; estabelecimentos_sus_2009: 53 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 96,846 km²  ; sanitario_adequado_2010: 60,8 %  ; vias_publicas_2010: 41,7 %  ; Urbanização_publicas_2010: 20,8 %  
NOME: Pedra; Código do Município: 2610806; Gentílico: pedrense; Prefeito: JOSÉ OSORIO GALVÃO DE OLIVEIRA FILHO;  --  ABA POPULAÇÃO; POPULAÇÃO: 22.566 pessoas  ; populacao_no_ultimo_censo_2010: 20.944 pessoas  ; densidade_demografica_2010: 26,08 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,5 salários mínimos  ; pessoal_ocupado_2016: 1.236 pessoas  ; populacao_ocupada_2016: 5,5 %  ; percentual_da_populacao_per_capita: 53 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 92 %  ; IDEB_anos_iniciais_2015: 3,8  ; IDEB_anos_finais_2015: 4,3  ; matriculas_fundamental_2017: 3.433 matrículas  ; matriculas_medio_2017: 577 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 45 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 25 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 10.044,26 R$  ; receitas_fontes_externas_2015: 93,2 %  ; idhm_2010: 0,567  ; receitas_realizadas_2017: 48.119,19 R$ (×1000)  ; despesas_empenhadas_2017: 48.181,39 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 17,24 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 17 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 921,477 km²  ; sanitario_adequado_2010: 41,4 %  ; vias_publicas_2010: 78,1 %  ; Urbanização_publicas_2010: 1,6 %  
NOME: Pesqueira; Código do Município: 2610905; Gentílico: pesqueirense; Prefeito: MARIA JOSE CASTRO TENORIO;  --  ABA POPULAÇÃO; POPULAÇÃO: 67.047 pessoas  ; populacao_no_ultimo_censo_2010: 62.931 pessoas  ; densidade_demografica_2010: 63,21 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 2,5 salários mínimos  ; pessoal_ocupado_2016: 5.532 pessoas  ; populacao_ocupada_2016: 8,3 %  ; percentual_da_populacao_per_capita: 49 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,4 %  ; IDEB_anos_iniciais_2015: 4,3  ; IDEB_anos_finais_2015: 4  ; matriculas_fundamental_2017: 10.093 matrículas  ; matriculas_medio_2017: 3.055 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 209 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 99 escolas  ; numero_estabelecimentos_ensino_medio_2017: 11 escolas  ;  -- aba economia; pib_per_capita_2016: 9.665,93 R$  ; receitas_fontes_externas_2015: 86,1 %  ; idhm_2010: 0,610  ; receitas_realizadas_2017: 117.501,81 R$ (×1000)  ; despesas_empenhadas_2017: 107.174,11 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,89 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 5,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 38 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 980,875 km²  ; sanitario_adequado_2010: 60,8 %  ; vias_publicas_2010: 64,1 %  ; Urbanização_publicas_2010: 2 %  
NOME: Petrolândia; Código do Município: 2611002; Gentílico: petrolandense; Prefeito: RICARDO RODOLFO SOUZA LEAL;  --  ABA POPULAÇÃO; POPULAÇÃO: 36.187 pessoas  ; populacao_no_ultimo_censo_2010: 32.492 pessoas  ; densidade_demografica_2010: 30,75 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 2,2 salários mínimos  ; pessoal_ocupado_2016: 4.423 pessoas  ; populacao_ocupada_2016: 12,4 %  ; percentual_da_populacao_per_capita: 48,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96 %  ; IDEB_anos_iniciais_2015: 5,2  ; IDEB_anos_finais_2015: 3,9  ; matriculas_fundamental_2017: 6.524 matrículas  ; matriculas_medio_2017: 1.379 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 90 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 46 escolas  ; numero_estabelecimentos_ensino_medio_2017: 7 escolas  ;  -- aba economia; pib_per_capita_2016: 25.132,13 R$  ; receitas_fontes_externas_2015: 93,3 %  ; idhm_2010: 0,623  ; receitas_realizadas_2017: 80.548,29 R$ (×1000)  ; despesas_empenhadas_2017: 77.134,21 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,92 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 10 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.056,595 km²  ; sanitario_adequado_2010: 69,7 %  ; vias_publicas_2010: 45,5 %  ; Urbanização_publicas_2010: 1,8 %  
NOME: Petrolina; Código do Município: 2611101; Gentílico: petrolinense; Prefeito: MIGUEL DE SOUZA LEAO COELHO;  --  ABA POPULAÇÃO; POPULAÇÃO: 343.865 pessoas  ; populacao_no_ultimo_censo_2010: 293.962 pessoas  ; densidade_demografica_2010: 64,44 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 2,0 salários mínimos  ; pessoal_ocupado_2016: 65.741 pessoas  ; populacao_ocupada_2016: 19,5 %  ; percentual_da_populacao_per_capita: 39,8 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97 %  ; IDEB_anos_iniciais_2015: 5,6  ; IDEB_anos_finais_2015: 4,5  ; matriculas_fundamental_2017: 57.788 matrículas  ; matriculas_medio_2017: 17.029 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 1.055 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 185 escolas  ; numero_estabelecimentos_ensino_medio_2017: 55 escolas  ;  -- aba economia; pib_per_capita_2016: 17.160,36 R$  ; receitas_fontes_externas_2015: 69,5 %  ; idhm_2010: 0,697  ; receitas_realizadas_2017: 669.779,18 R$ (×1000)  ; despesas_empenhadas_2017: 587.772,83 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,43 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 78 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 4.561,870 km²  ; sanitario_adequado_2010: 72,7 %  ; vias_publicas_2010: 91,9 %  ; Urbanização_publicas_2010: 8,7 %  
NOME: Poção; Código do Município: 2611200; Gentílico: poçãoense; Prefeito: EMERSON CORDEIRO VASCONCELOS;  --  ABA POPULAÇÃO; POPULAÇÃO: 11.299 pessoas  ; populacao_no_ultimo_censo_2010: 11.242 pessoas  ; densidade_demografica_2010: 45,56 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 777 pessoas  ; populacao_ocupada_2016: 6,9 %  ; percentual_da_populacao_per_capita: 54 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97 %  ; IDEB_anos_iniciais_2015: 4,9  ; IDEB_anos_finais_2015: 3,2  ; matriculas_fundamental_2017: 1.991 matrículas  ; matriculas_medio_2017: 385 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 19 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 15 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 7.005,05 R$  ; receitas_fontes_externas_2015: 97,1 %  ; idhm_2010: 0,528  ; receitas_realizadas_2017: 29.218,34 R$ (×1000)  ; despesas_empenhadas_2017: 26.962,35 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 12,27 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,1 internações por mil habitantes  ; estabelecimentos_sus_2009: 9 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 204,329 km²  ; sanitario_adequado_2010: 43,8 %  ; vias_publicas_2010: 33,8 %  ; Urbanização_publicas_2010: 4,4 %  
NOME: Pombos; Código do Município: 2611309; Gentílico: pomboense; Prefeito: MANOEL MARCOS ALVES FERREIRA;  --  ABA POPULAÇÃO; POPULAÇÃO: 27.033 pessoas  ; populacao_no_ultimo_censo_2010: 24.046 pessoas  ; densidade_demografica_2010: 118,35 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 2.122 pessoas  ; populacao_ocupada_2016: 7,9 %  ; percentual_da_populacao_per_capita: 50,2 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95 %  ; IDEB_anos_iniciais_2015: 3,9  ; IDEB_anos_finais_2015: 3  ; matriculas_fundamental_2017: 3.863 matrículas  ; matriculas_medio_2017: 673 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 26 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 37 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 12.532,37 R$  ; receitas_fontes_externas_2015: 86,4 %  ; idhm_2010: 0,598  ; receitas_realizadas_2017: 57.179,35 R$ (×1000)  ; despesas_empenhadas_2017: 57.045,17 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 7,69 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,2 internações por mil habitantes  ; estabelecimentos_sus_2009: 14 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 239,876 km²  ; sanitario_adequado_2010: 66,1 %  ; vias_publicas_2010: 44,3 %  ; Urbanização_publicas_2010: 1,6 %  
NOME: Primavera; Código do Município: 2611408; Gentílico: primaverense; Prefeito: DAYSE JULIANA DOS SANTOS;  --  ABA POPULAÇÃO; POPULAÇÃO: 14.831 pessoas  ; populacao_no_ultimo_censo_2010: 13.439 pessoas  ; densidade_demografica_2010: 121,97 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 811 pessoas  ; populacao_ocupada_2016: 5,5 %  ; percentual_da_populacao_per_capita: 47,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,7 %  ; IDEB_anos_iniciais_2015: 4,8  ; IDEB_anos_finais_2015: 3,9  ; matriculas_fundamental_2017: 1.939 matrículas  ; matriculas_medio_2017: 311 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 22 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 16 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 11.906,16 R$  ; receitas_fontes_externas_2015: 93,7 %  ; idhm_2010: 0,580  ; receitas_realizadas_2017: 32.800,35 R$ (×1000)  ; despesas_empenhadas_2017: 31.447,24 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 10 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,4 internações por mil habitantes  ; estabelecimentos_sus_2009: 7 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 113,112 km²  ; sanitario_adequado_2010: 44,9 %  ; vias_publicas_2010: 51,9 %  ; Urbanização_publicas_2010: 19,6 %  
NOME: Quipapá; Código do Município: 2611507; Gentílico: quipapaense; Prefeito: CRISTIANO LIRA MARTINS;  --  ABA POPULAÇÃO; POPULAÇÃO: 25.896 pessoas  ; populacao_no_ultimo_censo_2010: 24.186 pessoas  ; densidade_demografica_2010: 104,88 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 1.526 pessoas  ; populacao_ocupada_2016: 5,9 %  ; percentual_da_populacao_per_capita: 52,8 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,2 %  ; IDEB_anos_iniciais_2015: 4,7  ; IDEB_anos_finais_2015: 3,1  ; matriculas_fundamental_2017: 3.703 matrículas  ; matriculas_medio_2017: 559 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 22 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 28 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 7.502,09 R$  ; receitas_fontes_externas_2015: 90,4 %  ; idhm_2010: 0,552  ; receitas_realizadas_2017: 58.125,87 R$ (×1000)  ; despesas_empenhadas_2017: 58.430,74 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 20,23 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 13 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 230,617 km²  ; sanitario_adequado_2010: 47,4 %  ; vias_publicas_2010: 49,6 %  ; Urbanização_publicas_2010: 6,4 %  
NOME: Quixaba; Código do Município: 2611533; Gentílico: quixabense; Prefeito: SEBASTIÃO CABRAL NUNES;  --  ABA POPULAÇÃO; POPULAÇÃO: 6.822 pessoas  ; populacao_no_ultimo_censo_2010: 6.739 pessoas  ; densidade_demografica_2010: 31,98 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 408 pessoas  ; populacao_ocupada_2016: 6,0 %  ; percentual_da_populacao_per_capita: 55,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 99,2 %  ; IDEB_anos_iniciais_2015: 5,9  ; IDEB_anos_finais_2015: 4,9  ; matriculas_fundamental_2017: 2.167 matrículas  ; matriculas_medio_2017: 429 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 26 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 9 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 7.177,92 R$  ; receitas_fontes_externas_2015: 91,5 %  ; idhm_2010: 0,577  ; receitas_realizadas_2017: 26.460,00 R$ (×1000)  ; despesas_empenhadas_2017: 23.119,65 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 20,2 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,2 internações por mil habitantes  ; estabelecimentos_sus_2009: 4 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 210,705 km²  ; sanitario_adequado_2010: 28 %  ; vias_publicas_2010: 92,9 %  ; Urbanização_publicas_2010: 31 %  
NOME: Recife; Código do Município: 2611606; Gentílico: recifense; Prefeito: GERALDO JULIO DE MELLO FILHO;  --  ABA POPULAÇÃO; POPULAÇÃO: 1.637.834 pessoas  ; populacao_no_ultimo_censo_2010: 1.537.704 pessoas  ; densidade_demografica_2010: 7.039,64 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 3,1 salários mínimos  ; pessoal_ocupado_2016: 727.807 pessoas  ; populacao_ocupada_2016: 44,8 %  ; percentual_da_populacao_per_capita: 38,1 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,1 %  ; IDEB_anos_iniciais_2015: 4,6  ; IDEB_anos_finais_2015: 3,9  ; matriculas_fundamental_2017: 185.408 matrículas  ; matriculas_medio_2017: 66.491 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 3.695 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 748 escolas  ; numero_estabelecimentos_ensino_medio_2017: 203 escolas  ;  -- aba economia; pib_per_capita_2016: 30.477,73 R$  ; receitas_fontes_externas_2015: 47,1 %  ; idhm_2010: 0,772  ; receitas_realizadas_2017: 4.863.813,57 R$ (×1000)  ; despesas_empenhadas_2017: 4.359.406,35 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 11,96 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,6 internações por mil habitantes  ; estabelecimentos_sus_2009: 274 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 218,843 km²  ; sanitario_adequado_2010: 69,2 %  ; vias_publicas_2010: 60,5 %  ; Urbanização_publicas_2010: 49,6 %  
